Date,HSI
11/2/2005,12919.41016
14/2/2005,12932.62012
15/2/2005,12975.71973
16/2/2005,12816.19043
17/2/2005,12790.58008
18/2/2005,12550.91016
21/2/2005,12588.36035
22/2/2005,12678.12988
23/2/2005,12520.20996
24/2/2005,12483.24023
25/2/2005,12427.33984
28/2/2005,12641.38965
1/3/2005,12681.66992
2/3/2005,12676.25
3/3/2005,12731.75977
4/3/2005,null
7/3/2005,12886.96973
8/3/2005,12920.04981
9/3/2005,12909.37012
10/3/2005,null
11/3/2005,null
14/3/2005,13031.80957
15/3/2005,12669.86035
16/3/2005,12479.25977
17/3/2005,12458.37988
18/3/2005,12450
21/3/2005,12394.37012
22/3/2005,12227.29981
23/3/2005,12167.7002
24/3/2005,12383.94043
25/3/2005,12132.67969
28/3/2005,12154.91016
29/3/2005,12165.30957
30/3/2005,12005.58008
31/3/2005,11942.95996
1/4/2005,11950.62012
4/4/2005,12098.29981
5/4/2005,11950.45996
6/4/2005,12010.30957
7/4/2005,11910.75977
8/4/2005,11485.5
11/4/2005,11508.08984
12/4/2005,11528.17969
13/4/2005,11396.94043
14/4/2005,11276.86035
15/4/2005,10967.65039
18/4/2005,11072.38965
19/4/2005,11469.41016
20/4/2005,11339.62012
21/4/2005,11576.00977
22/4/2005,11662.96973
25/4/2005,11692.55957
26/4/2005,null
27/4/2005,11983.90039
28/4/2005,12116.87012
29/4/2005,12198.24023
2/5/2005,12105.54981
3/5/2005,12201.75
4/5/2005,11929.92969
5/5/2005,12022.63965
6/5/2005,12326.84961
9/5/2005,12344.16016
10/5/2005,12339.94043
11/5/2005,12422.87012
12/5/2005,12396.38965
13/5/2005,12076.57031
16/5/2005,12050.69043
17/5/2005,12161.78027
18/5/2005,12082.86035
19/5/2005,11855.54981
20/5/2005,11845.58984
23/5/2005,null
24/5/2005,11849.76953
25/5/2005,12163.67969
26/5/2005,12185.51953
27/5/2005,12194.59961
30/5/2005,12116.29981
31/5/2005,12285.75
1/6/2005,null
2/6/2005,12220.12988
3/6/2005,12252.11035
6/6/2005,12284.08008
7/6/2005,12320.25977
8/6/2005,12119.75
9/6/2005,12202.25977
10/6/2005,12191.00977
13/6/2005,12078.33008
14/6/2005,11932.83008
15/6/2005,11939.41016
16/6/2005,12059.2002
17/6/2005,12166.9502
20/6/2005,12123.62988
21/6/2005,12395.11035
22/6/2005,12320.20996
23/6/2005,12352.99023
24/6/2005,12319.83008
27/6/2005,12301.32031
28/6/2005,12320.26953
29/6/2005,12183.09961
30/6/2005,12238.03027
1/7/2005,12201.38965
4/7/2005,12357.12012
5/7/2005,12280.25977
6/7/2005,12491.91992
7/7/2005,12478.67969
8/7/2005,12467.41016
11/7/2005,12408.04004
12/7/2005,12343.12988
13/7/2005,12413.42969
14/7/2005,12359.83008
15/7/2005,12219.75
18/7/2005,12256.12012
19/7/2005,12228.54004
20/7/2005,12396.66992
21/7/2005,12376.90039
22/7/2005,12431.76953
25/7/2005,12646.49023
26/7/2005,12793.03027
27/7/2005,12784.38965
28/7/2005,12818.41992
29/7/2005,12877.78027
1/8/2005,12850.28027
2/8/2005,13023.87012
3/8/2005,12999.07031
4/8/2005,12948.09961
5/8/2005,13104.33984
8/8/2005,13136.04004
9/8/2005,13049.95996
10/8/2005,12942.2002
11/8/2005,13003.99023
12/8/2005,13139.57031
15/8/2005,13148.05957
16/8/2005,13084.40039
17/8/2005,13209.83984
18/8/2005,13224.92969
19/8/2005,13221.33008
22/8/2005,13304.48047
23/8/2005,13272.23047
24/8/2005,13280.42969
25/8/2005,13066.83984
26/8/2005,13021.90039
29/8/2005,12950.79981
30/8/2005,null
31/8/2005,13120.03027
1/9/2005,null
2/9/2005,13359.25
5/9/2005,13331.09961
6/9/2005,13271.57031
7/9/2005,13321.73047
8/9/2005,13241.45996
9/9/2005,13305.12988
12/9/2005,13251.58984
13/9/2005,13171.58008
14/9/2005,13035.37988
15/9/2005,13059.42969
16/9/2005,13034.74023
19/9/2005,13154.54981
20/9/2005,12999.12988
21/9/2005,13015.2002
22/9/2005,null
23/9/2005,12818.09961
26/9/2005,12852.34961
27/9/2005,12838.70996
28/9/2005,13113.15039
29/9/2005,13054.66016
30/9/2005,13094.25
3/10/2005,13308.74023
4/10/2005,13397.66992
5/10/2005,13369.08984
6/10/2005,13494.9502
7/10/2005,13561.49023
10/10/2005,13516.66992
11/10/2005,13672.37012
12/10/2005,13624.50977
13/10/2005,13784.45996
14/10/2005,13932.21973
17/10/2005,13746.08008
18/10/2005,13824.98047
19/10/2005,13799.82031
20/10/2005,13787.67969
21/10/2005,13800.59961
24/10/2005,14023.29004
25/10/2005,13997.01953
26/10/2005,13926.61035
27/10/2005,13895.03027
28/10/2005,14066.91016
31/10/2005,14060.04981
1/11/2005,14162.79981
2/11/2005,14261.79004
3/11/2005,14211.83984
4/11/2005,14256.86035
7/11/2005,14235.78027
8/11/2005,14022.32031
9/11/2005,14008.82031
10/11/2005,13901.80957
11/11/2005,13886.16016
14/11/2005,14043.51953
15/11/2005,14078.54004
16/11/2005,14024.62988
17/11/2005,13992.44043
18/11/2005,14214.04004
21/11/2005,14180.79004
22/11/2005,14151.08008
23/11/2005,14235.29981
24/11/2005,14194.90039
25/11/2005,null
28/11/2005,14196.9502
29/11/2005,14266.37988
30/11/2005,14163.54981
1/12/2005,14230.13965
2/12/2005,14237.41992
5/12/2005,14045.90039
6/12/2005,13764.36035
7/12/2005,13712.04004
8/12/2005,13574.86035
9/12/2005,13531.38965
12/12/2005,13509.25
13/12/2005,13565.30957
14/12/2005,13573.28027
15/12/2005,13494.78027
16/12/2005,13621.65039
19/12/2005,13604.21973
20/12/2005,13678.62988
21/12/2005,13543.58984
22/12/2005,13481.01953
23/12/2005,13386.99023
26/12/2005,13584.05957
27/12/2005,13623.67969
28/12/2005,13628.91016
29/12/2005,13650.05957
30/12/2005,13721.69043
2/1/2006,13578.25977
3/1/2006,13555.79981
4/1/2006,13515.33008
5/1/2006,13585.16992
6/1/2006,13795
9/1/2006,13845.62988
10/1/2006,14017.23047
11/1/2006,13995.83008
12/1/2006,14015.49023
13/1/2006,13967.82031
16/1/2006,14087.87012
17/1/2006,14111.65039
18/1/2006,14090.51953
19/1/2006,13957.94043
20/1/2006,14060.91016
23/1/2006,14157.08984
24/1/2006,14195.34961
25/1/2006,14061.15039
26/1/2006,13850.78027
27/1/2006,13892.37012
30/1/2006,13730.78027
31/1/2006,13771.9502
1/2/2006,13881.70996
2/2/2006,13941.46973
3/2/2006,13856.01953
6/2/2006,13890.92969
7/2/2006,13906.84961
8/2/2006,13816.75
9/2/2006,13832.51953
10/2/2006,13817.99023
13/2/2006,13828.37012
14/2/2006,13834.34961
15/2/2006,13776.46973
16/2/2006,13603.61035
17/2/2006,13597.09961
20/2/2006,13411.87988
21/2/2006,13425.75
22/2/2006,13516.87988
23/2/2006,13491.34961
24/2/2006,13513.41016
27/2/2006,13562.25977
28/2/2006,13602.34961
1/3/2006,13666.71973
2/3/2006,13659.92969
3/3/2006,13658.04981
6/3/2006,13799.62012
7/3/2006,13772.40039
8/3/2006,13638.75
9/3/2006,13355.23047
10/3/2006,13444.08984
13/3/2006,13501.62988
14/3/2006,13597.30957
15/3/2006,13693.54981
16/3/2006,13750.23047
17/3/2006,13859.58008
20/3/2006,13839.63965
21/3/2006,13909.41992
22/3/2006,13908.96973
23/3/2006,13893.98047
24/3/2006,13945.04981
27/3/2006,14061.7002
28/3/2006,14033.95996
29/3/2006,14085.08984
30/3/2006,14018.37988
31/3/2006,13939.79981
3/4/2006,13968.28027
4/4/2006,13866.80957
5/4/2006,13667.03027
6/4/2006,13627.00977
7/4/2006,13698.92969
10/4/2006,13717.41992
11/4/2006,13699.12988
12/4/2006,13719.32031
13/4/2006,13562.05957
14/4/2006,13569.99023
17/4/2006,13714.78027
18/4/2006,13845.09961
19/4/2006,13867.07031
20/4/2006,13873.07031
21/4/2006,13814.58008
24/4/2006,13818.4502
25/4/2006,13860.54981
26/4/2006,13837.29004
27/4/2006,13898.54981
28/4/2006,13898.30957
1/5/2006,13934.75977
2/5/2006,13952.01953
3/5/2006,13904.80957
4/5/2006,13914.29981
5/5/2006,13833.53027
8/5/2006,13912.03027
9/5/2006,13945.76953
10/5/2006,13979.34961
11/5/2006,14161.01953
12/5/2006,14190.44043
15/5/2006,14230.29004
16/5/2006,14176.04004
17/5/2006,14287.44043
18/5/2006,14277.28027
19/5/2006,14201.05957
22/5/2006,14177.87012
23/5/2006,14124.79981
24/5/2006,14149.92969
25/5/2006,14030.80957
26/5/2006,13964.46973
29/5/2006,14157.24023
30/5/2006,14146.9502
31/5/2006,14307.29981
1/6/2006,14491.54004
2/6/2006,14504.29004
5/6/2006,14567
6/6/2006,14567.74023
7/6/2006,14602.7002
8/6/2006,14620.13965
9/6/2006,14786.45996
12/6/2006,14794.03027
13/6/2006,14769.92969
14/6/2006,14801.86035
15/6/2006,14813.32031
16/6/2006,14880.98047
19/6/2006,14978.87988
20/6/2006,15137.08008
21/6/2006,15118.5
22/6/2006,15111.54004
23/6/2006,15051.32031
26/6/2006,15108.94043
27/6/2006,15047.83984
28/6/2006,15346.41016
29/6/2006,15445.2002
30/6/2006,15450.9502
3/7/2006,15466.05957
4/7/2006,15443.62012
5/7/2006,15449.58008
6/7/2006,15148.08984
7/7/2006,15038.61035
10/7/2006,15218.62988
11/7/2006,14973.88965
12/7/2006,14873.84961
13/7/2006,14889.09961
14/7/2006,14982.88965
17/7/2006,14836.96973
18/7/2006,14922.21973
19/7/2006,14903.54981
20/7/2006,15143.75
21/7/2006,15221.88965
24/7/2006,15227.83008
25/7/2006,15160.78027
26/7/2006,15224.57031
27/7/2006,15166.16992
28/7/2006,15165.76953
31/7/2006,15199.79004
1/8/2006,15070.55957
2/8/2006,15086.62012
3/8/2006,15041.01953
4/8/2006,14983.2002
7/8/2006,15241.86035
8/8/2006,15223.62012
9/8/2006,15179.9502
10/8/2006,15143.96973
11/8/2006,15274.30957
14/8/2006,15189.87988
15/8/2006,15221.45996
16/8/2006,15431.25
17/8/2006,15428.51953
18/8/2006,15394.38965
21/8/2006,15382.20996
22/8/2006,15161.03027
23/8/2006,14839.29981
24/8/2006,14847.79004
25/8/2006,14898.76953
28/8/2006,14575.01953
29/8/2006,14621.83008
30/8/2006,14485.87988
31/8/2006,14541.34961
1/9/2006,14597.40039
4/9/2006,14372.75977
5/9/2006,14408.94043
6/9/2006,14487.84961
7/9/2006,14402.34961
8/9/2006,14424.87988
11/9/2006,14458.13965
12/9/2006,14381.05957
13/9/2006,14215.83008
14/9/2006,14386.37012
15/9/2006,14572.25977
18/9/2006,14597.48047
19/9/2006,14601.58984
20/9/2006,14585.79004
21/9/2006,14365.79004
22/9/2006,14403.2002
25/9/2006,14597.54981
26/9/2006,14633.33008
27/9/2006,14740.59961
28/9/2006,14629.49023
29/9/2006,14627.41016
2/10/2006,14650.54004
3/10/2006,14787.98047
4/10/2006,14883.32031
5/10/2006,14885.57031
6/10/2006,14885.65039
9/10/2006,15062.34961
10/10/2006,15084.38965
11/10/2006,15081.46973
12/10/2006,15100
13/10/2006,15028.75977
16/10/2006,14937.13965
17/10/2006,15068.03027
18/10/2006,15200.37988
19/10/2006,15158.82031
20/10/2006,14990.61035
23/10/2006,15134.9502
24/10/2006,14879.16016
25/10/2006,14910.50977
26/10/2006,14984.40039
27/10/2006,14942.62012
30/10/2006,14976.25977
31/10/2006,15059.01953
1/11/2006,15029.80957
2/11/2006,15182.88965
3/11/2006,15169.16992
6/11/2006,15221.41992
7/11/2006,15182.53027
8/11/2006,15183.58008
9/11/2006,15101.54004
10/11/2006,15045.58984
13/11/2006,14876.42969
14/11/2006,14944.76953
15/11/2006,15200.05957
16/11/2006,15271.12988
17/11/2006,15344.44043
20/11/2006,15547.42969
21/11/2006,15569.91016
22/11/2006,15650.87988
23/11/2006,15719.37012
24/11/2006,15787.96973
27/11/2006,15777.71973
28/11/2006,15576.2002
29/11/2006,15481.20996
30/11/2006,15670.41992
1/12/2006,15662.08008
4/12/2006,15464.76953
5/12/2006,15530.57031
6/12/2006,15520.38965
7/12/2006,15520.07031
8/12/2006,15753.13965
11/12/2006,15742.29981
12/12/2006,15691.69043
13/12/2006,15429.73047
14/12/2006,15548.05957
15/12/2006,15517.00977
18/12/2006,15373.44043
19/12/2006,15413.42969
20/12/2006,15425.9502
21/12/2006,15312.08984
22/12/2006,15420.32031
25/12/2006,15423.25977
26/12/2006,15450.87988
27/12/2006,15475.69043
28/12/2006,15598.66992
29/12/2006,15627.24023
1/1/2007,15635.71973
2/1/2007,15812.53027
3/1/2007,15856.04981
4/1/2007,15949.88965
5/1/2007,15918.48047
8/1/2007,15818.08984
9/1/2007,15882.4502
10/1/2007,15802
11/1/2007,15811.83008
12/1/2007,15602.36035
15/1/2007,15493.08984
16/1/2007,15510.12988
17/1/2007,15445.04981
18/1/2007,15542.07031
19/1/2007,15519.75977
22/1/2007,15720.36035
23/1/2007,15729.04004
24/1/2007,15801.66016
25/1/2007,15929.9502
26/1/2007,15922.75
29/1/2007,15642.80957
30/1/2007,15771.16992
31/1/2007,15716.45996
1/2/2007,15815.87012
2/2/2007,15856.58008
5/2/2007,15745.11035
6/2/2007,15880.69043
7/2/2007,15805.04004
8/2/2007,16063.75
9/2/2007,16100.08984
12/2/2007,16411.13086
13/2/2007,16471.7793
14/2/2007,16521.58984
15/2/2007,16475.81055
16/2/2007,16310.75977
19/2/2007,16429.44922
20/2/2007,16637.5293
21/2/2007,16830.43945
22/2/2007,16944.33984
23/2/2007,16912.15039
26/2/2007,16705.66992
27/2/2007,16577.76953
28/2/2007,16672.66016
1/3/2007,16742.84961
2/3/2007,16661.30078
5/3/2007,16868.03906
6/3/2007,17026.98047
7/3/2007,17013.92969
8/3/2007,17301.78906
9/3/2007,17133.99023
12/3/2007,17080.58984
13/3/2007,17140.7793
14/3/2007,16901.84961
15/3/2007,16494.83984
16/3/2007,16393.10938
19/3/2007,16615.55078
20/3/2007,16266.51953
21/3/2007,16313.36035
22/3/2007,15805.51953
23/3/2007,15864.55957
26/3/2007,15822.63965
27/3/2007,15696.88965
28/3/2007,15895.09961
29/3/2007,15963.76953
30/3/2007,15857.88965
2/4/2007,15645.26953
3/4/2007,15912.70996
4/4/2007,16016.23047
5/4/2007,15973.11035
6/4/2007,15816.54981
9/4/2007,15450.11035
10/4/2007,15628.69043
11/4/2007,15621.44043
12/4/2007,15234.41992
13/4/2007,15247.91992
16/4/2007,15435.08008
17/4/2007,15842.65039
18/4/2007,15768.86035
19/4/2007,15608.96973
20/4/2007,15659.36035
23/4/2007,15826.7002
24/4/2007,15808.80957
25/4/2007,15804.80957
26/4/2007,15774.7002
27/4/2007,15742.66016
30/4/2007,15865.21973
1/5/2007,16267.62012
2/5/2007,16326.66016
3/5/2007,16368.98047
4/5/2007,16267.17969
7/5/2007,16440.99023
8/5/2007,16459.7793
9/5/2007,16603.81055
10/5/2007,16490.13086
11/5/2007,16522.21094
14/5/2007,16305.48047
15/5/2007,16135.70996
16/5/2007,16064.82031
17/5/2007,16043.94043
18/5/2007,16097.54004
21/5/2007,16472.61914
22/5/2007,16464.17969
23/5/2007,16480.58984
24/5/2007,16583.85938
25/5/2007,16617.24023
28/5/2007,16916.76953
29/5/2007,16955.03906
30/5/2007,16971.33984
31/5/2007,16911.36914
1/6/2007,17032.75
4/6/2007,17048.41992
5/6/2007,16887.80078
6/6/2007,16953.55078
7/6/2007,17048.19922
8/6/2007,17346.58008
11/6/2007,17222.14063
12/6/2007,17249.94922
13/6/2007,17290.00977
14/6/2007,17274.07031
15/6/2007,17451.0293
18/6/2007,17373.05078
19/6/2007,17330.69922
20/6/2007,17007.88086
21/6/2007,17149.75
22/6/2007,17088.39063
25/6/2007,16883.03906
26/6/2007,16955.44922
27/6/2007,16922.28906
28/6/2007,17083.2793
29/6/2007,17284.71094
2/7/2007,17392.26953
3/7/2007,17423.7207
4/7/2007,17513.88086
5/7/2007,17438.80078
6/7/2007,17258.50977
9/7/2007,17096.43945
10/7/2007,17145.75977
11/7/2007,16948.58984
12/7/2007,17075.40039
13/7/2007,17210.03906
16/7/2007,17183.44922
17/7/2007,17237.65039
18/7/2007,17387.21094
19/7/2007,17346.69922
20/7/2007,17512.96094
23/7/2007,17619.9707
24/7/2007,17600.65039
25/7/2007,17546.03906
26/7/2007,17308.08008
27/7/2007,17521.50977
30/7/2007,17530.57031
31/7/2007,17543.05078
1/8/2007,17606.5293
2/8/2007,17629.21094
3/8/2007,17907.66992
6/8/2007,17903.39063
7/8/2007,17675.24023
8/8/2007,17823.69922
9/8/2007,17862.78906
10/8/2007,17873.08984
13/8/2007,17988.85938
14/8/2007,18010.19922
15/8/2007,18014.83984
16/8/2007,18048.08984
17/8/2007,17986.9707
20/8/2007,18113.55078
21/8/2007,18089.84961
22/8/2007,18153.41016
23/8/2007,18157.93945
24/8/2007,18353.74023
27/8/2007,18297.55078
28/8/2007,18324.34961
29/8/2007,18453.65039
30/8/2007,18714.7793
31/8/2007,18749.68945
3/9/2007,18936.55078
4/9/2007,18939.31055
5/9/2007,18811.24023
6/9/2007,18952.85938
7/9/2007,18891.14063
10/9/2007,18868.53906
11/9/2007,18878.41992
12/9/2007,19093
13/9/2007,19154.07031
14/9/2007,19182.71094
17/9/2007,18954.63086
18/9/2007,19008.30078
19/9/2007,19250.78906
20/9/2007,19265.32031
21/9/2007,19260.30078
24/9/2007,19204.00977
25/9/2007,18639.5293
26/9/2007,18780.92969
27/9/2007,18960.48047
28/9/2007,18690.82031
1/10/2007,18702.73047
2/10/2007,18944.18945
3/10/2007,19026.35938
4/10/2007,18842.99023
5/10/2007,18739.99023
8/10/2007,18924.66016
9/10/2007,18907.16992
10/10/2007,18718.18945
11/10/2007,18919.40039
12/10/2007,19110.65039
15/10/2007,19192.91016
16/10/2007,18964.55078
17/10/2007,19240.11914
18/10/2007,19222.83984
19/10/2007,19320.51953
22/10/2007,19725.73047
23/10/2007,20001.91016
24/10/2007,19964.7207
25/10/2007,20310.17969
26/10/2007,20413.39063
29/10/2007,20025.58008
30/10/2007,20211.2793
31/10/2007,20029.66016
1/11/2007,19898.08008
2/11/2007,19568.33984
5/11/2007,19385.36914
6/11/2007,19613.41016
7/11/2007,20068.56055
8/11/2007,20027.94922
9/11/2007,20064.57031
12/11/2007,20277.50977
13/11/2007,20327.7207
14/11/2007,20772.2207
15/11/2007,20769.69922
16/11/2007,20821.05078
19/11/2007,20669.83008
20/11/2007,20281.13086
21/11/2007,20236.67969
22/11/2007,20460.46094
23/11/2007,20106.41992
26/11/2007,20430.16016
27/11/2007,20563.67969
28/11/2007,20455.61914
29/11/2007,20655.19922
30/11/2007,20679.68945
3/12/2007,20735.05078
4/12/2007,20677.66016
5/12/2007,20593.41016
6/12/2007,20132.25
7/12/2007,20209.91016
10/12/2007,20538.41992
11/12/2007,20567.91016
12/12/2007,20651.41992
13/12/2007,20809.23047
14/12/2007,20711.65039
17/12/2007,20507.94922
18/12/2007,20147.86914
19/12/2007,19651.50977
20/12/2007,19346.59961
21/12/2007,19442.00977
24/12/2007,18664.88086
25/12/2007,19058.56055
26/12/2007,18918.64063
27/12/2007,19175.16992
28/12/2007,19134.88086
31/12/2007,19442.41992
1/1/2008,19333.14063
2/1/2008,18836.92969
3/1/2008,18969.43945
4/1/2008,18953.5
7/1/2008,19266.74023
8/1/2008,19356.90039
9/1/2008,19516.41016
10/1/2008,19690.25
11/1/2008,19692.64063
14/1/2008,19765.84961
15/1/2008,19706.78906
16/1/2008,19553.86914
17/1/2008,19821.7793
18/1/2008,19800.92969
21/1/2008,19809.69922
22/1/2008,20002.69922
23/1/2008,20209.71094
24/1/2008,20347.86914
25/1/2008,20449.42969
28/1/2008,20380.21094
29/1/2008,20340.9707
30/1/2008,20757.5293
31/1/2008,20788.60938
1/2/2008,20777.08984
4/2/2008,20299.71094
5/2/2008,20566.58984
6/2/2008,20556.57031
7/2/2008,20572.80078
8/2/2008,20536.7793
11/2/2008,20667.28906
12/2/2008,20526.5
13/2/2008,20318.98047
14/2/2008,20388.49023
15/2/2008,20681.58008
18/2/2008,20841.08008
19/2/2008,20896.64063
20/2/2008,20706.34961
21/2/2008,20844.7793
22/2/2008,20746.26953
25/2/2008,20468.21094
26/2/2008,20979.24023
27/2/2008,20868.15039
28/2/2008,20937.25977
29/2/2008,20994.60938
3/3/2008,20904.83984
4/3/2008,20927.75
5/3/2008,20843.91992
6/3/2008,20798.9707
7/3/2008,20520.66016
10/3/2008,20529.75977
11/3/2008,20469.58984
12/3/2008,20293.75977
13/3/2008,20634.4707
14/3/2008,20602.86914
17/3/2008,20729.58984
18/3/2008,20842.15039
19/3/2008,20818.60938
20/3/2008,20800.16016
21/3/2008,20509.15039
24/3/2008,20615.49023
25/3/2008,20636.39063
26/3/2008,20578.75
27/3/2008,20867.25977
28/3/2008,21017.05078
31/3/2008,21582.89063
1/4/2008,21684.66992
2/4/2008,21954.66992
3/4/2008,21999.91016
4/4/2008,21822.34961
7/4/2008,21803.57031
8/4/2008,21705.56055
9/4/2008,21938.2207
10/4/2008,21772.73047
11/4/2008,22151.14063
14/4/2008,22218.55078
15/4/2008,22252.99023
16/4/2008,22531.74023
17/4/2008,22817.42969
18/4/2008,22885.83984
21/4/2008,22607.01953
22/4/2008,22809.01953
23/4/2008,23099.28906
24/4/2008,22953.93945
25/4/2008,23057.30078
28/4/2008,22841.91992
29/4/2008,23016.19922
30/4/2008,23291.90039
1/5/2008,23365.56055
2/5/2008,23472.88086
5/5/2008,23362.17969
6/5/2008,23211.68945
7/5/2008,22570.41016
8/5/2008,22739.90039
9/5/2008,23184.93945
12/5/2008,22455.35938
13/5/2008,22443.25
14/5/2008,22538.43945
15/5/2008,21936.73047
16/5/2008,21907.99023
19/5/2008,22536.66992
20/5/2008,22439.35938
21/5/2008,21792.71094
22/5/2008,21891.09961
23/5/2008,22007.32031
26/5/2008,21375.7207
27/5/2008,20672.39063
28/5/2008,20387.13086
29/5/2008,21595.63086
30/5/2008,21729.34961
2/6/2008,22346.88086
3/6/2008,22966.9707
4/6/2008,22921.89063
5/6/2008,23577.73047
6/6/2008,23363.75977
9/6/2008,23020.59961
10/6/2008,23484.53906
11/6/2008,23984.14063
12/6/2008,23904.08984
13/6/2008,23886.07031
16/6/2008,24069.16992
17/6/2008,24050.40039
18/6/2008,23982.60938
19/6/2008,23999.69922
20/6/2008,23952.24023
23/6/2008,24310.14063
24/6/2008,24537.01953
25/6/2008,24898.10938
26/6/2008,24599.33984
27/6/2008,24576.84961
30/6/2008,25554.64063
1/7/2008,25701.13086
2/7/2008,25843.7793
3/7/2008,26551.93945
4/7/2008,26430.28906
7/7/2008,27065.15039
8/7/2008,27142.4707
9/7/2008,28199.75
10/7/2008,27479.93945
11/7/2008,26973.98047
14/7/2008,27831.51953
15/7/2008,27770.28906
16/7/2008,28228.03906
17/7/2008,28569.33008
18/7/2008,29133.01953
21/7/2008,28838.36914
22/7/2008,29540.7793
23/7/2008,28954.55078
24/7/2008,29298.71094
25/7/2008,29465.05078
28/7/2008,28373.63086
29/7/2008,29376.85938
30/7/2008,29333.5293
31/7/2008,29854.49023
1/8/2008,30405.2207
4/8/2008,31586.90039
5/8/2008,31638.2207
6/8/2008,31352.58008
7/8/2008,31492.88086
8/8/2008,30468.33984
11/8/2008,28942.32031
12/8/2008,29438.13086
13/8/2008,29708.92969
14/8/2008,28760.2207
15/8/2008,28783.41016
18/8/2008,27665.73047
19/8/2008,27803.34961
20/8/2008,29166.00977
21/8/2008,28751.21094
22/8/2008,27614.42969
25/8/2008,27460.16992
26/8/2008,27771.21094
27/8/2008,26618.18945
28/8/2008,26004.91992
29/8/2008,26541.08984
1/9/2008,27626.61914
2/9/2008,27210.21094
3/9/2008,27371.24023
4/9/2008,28482.53906
5/9/2008,28643.60938
8/9/2008,28658.41992
9/9/2008,28879.58984
10/9/2008,29345.44922
11/9/2008,29558.91992
12/9/2008,28842.4707
15/9/2008,28501.09961
16/9/2008,29226.83984
17/9/2008,28521.06055
18/9/2008,27744.44922
19/9/2008,27563.64063
22/9/2008,26596.58008
23/9/2008,26732.86914
24/9/2008,27029.25977
25/9/2008,27017.08984
26/9/2008,27626.91992
29/9/2008,28128.80078
30/9/2008,27842.92969
1/10/2008,27370.59961
2/10/2008,27812.65039
3/10/2008,27560.51953
6/10/2008,26887.2793
7/10/2008,27519.68945
8/10/2008,27179.49023
9/10/2008,27112.90039
10/10/2008,27615.84961
13/10/2008,27230.85938
14/10/2008,26867.00977
15/10/2008,26468.13086
16/10/2008,25837.7793
17/10/2008,24450.84961
20/10/2008,25114.98047
21/10/2008,25201.86914
22/10/2008,23818.85938
23/10/2008,21757.63086
24/10/2008,24090.16992
27/10/2008,23539.26953
28/10/2008,25122.36914
29/10/2008,24053.60938
30/10/2008,24291.80078
31/10/2008,23653.68945
3/11/2008,23455.74023
4/11/2008,24123.58008
5/11/2008,25032.08008
6/11/2008,24808.69922
7/11/2008,23469.46094
10/11/2008,22616.10938
11/11/2008,22921.66992
12/11/2008,23169.55078
13/11/2008,24021.67969
14/11/2008,24148.42969
17/11/2008,23759.25
18/11/2008,24123.16992
19/11/2008,23590.58008
20/11/2008,23623
21/11/2008,23305.03906
24/11/2008,23269.14063
25/11/2008,23714.75
26/11/2008,24483.83984
27/11/2008,24591.68945
28/11/2008,24331.66992
1/12/2008,23584.9707
2/12/2008,23119.86914
3/12/2008,23114.33984
4/12/2008,23342.73047
5/12/2008,22501.33008
8/12/2008,22705.05078
9/12/2008,22995.34961
10/12/2008,23422.75977
11/12/2008,22301.64063
12/12/2008,22237.10938
15/12/2008,21084.60938
16/12/2008,21384.60938
17/12/2008,21866.93945
18/12/2008,21108.2207
19/12/2008,22464.51953
22/12/2008,22617.00977
23/12/2008,22664.2207
24/12/2008,23285.94922
25/12/2008,22849.19922
26/12/2008,23137.46094
29/12/2008,23872.42969
30/12/2008,24264.63086
31/12/2008,24578.75977
1/1/2009,24311.68945
2/1/2009,23984.57031
5/1/2009,24187.09961
6/1/2009,24667.78906
7/1/2009,23811.19922
8/1/2009,23901.33008
9/1/2009,23878.34961
12/1/2009,24258.96094
13/1/2009,24197.7793
14/1/2009,24721.66992
15/1/2009,24939.15039
16/1/2009,25289.24023
19/1/2009,25680.7793
20/1/2009,25516.7793
21/1/2009,25666.28906
22/1/2009,25914.15039
23/1/2009,25755.34961
26/1/2009,26241.01953
27/1/2009,26183.94922
28/1/2009,26262.13086
29/1/2009,25610.21094
30/1/2009,25449.78906
2/2/2009,25063.16992
3/2/2009,25552.76953
4/2/2009,25533.48047
5/2/2009,25513.71094
6/2/2009,25618.85938
9/2/2009,25742.23047
10/2/2009,25169.46094
11/2/2009,25460.28906
12/2/2009,25043.11914
13/2/2009,24714.07031
16/2/2009,24127.31055
17/2/2009,24282.03906
18/2/2009,24249.50977
19/2/2009,24383.99023
20/2/2009,24533.11914
23/2/2009,24831.35938
24/2/2009,24375.75977
25/2/2009,24123.25
26/2/2009,24255.28906
27/2/2009,24402.17969
2/3/2009,23375.51953
3/3/2009,23327.59961
4/3/2009,23023.85938
5/3/2009,22592.30078
6/3/2009,23029.68945
9/3/2009,23057.99023
10/3/2009,23325.80078
11/3/2009,22797.60938
12/3/2009,22745.59961
13/3/2009,22714.96094
16/3/2009,22456.01953
17/3/2009,22635.16016
18/3/2009,22455.66992
19/3/2009,22042.34961
20/3/2009,22102.00977
23/3/2009,21704.44922
24/3/2009,21242.7793
25/3/2009,21423.82031
26/3/2009,21913.06055
27/3/2009,21220.81055
30/3/2009,21805.81055
31/3/2009,21821.7793
1/4/2009,22184.55078
2/4/2009,22014.46094
3/4/2009,21174.76953
6/4/2009,21223.5
7/4/2009,21734.7207
